Author,Exclude
"Jim Elliott and Cathy & Paul Burton",0
"Jo Doré",0
"Jo Petch",0
"Joachim Neander (1650-80) / Stuart Townend",0
"Joannah Oyeniran",0
"Joanne Hogg",0
"Joanne Pond",0
"Joel Davies & Braden Lang",0
"Joel Davies & Reuben Morgan",0
"Joel Davies/Branden Lang",0
"Joel Houston",0
"Joel Houston & Jonathon Douglass",0
"Joel Houston & Marty Sson",0
"Joel Houston & Reuben Morgan",0
"Joel Houston / Matt Crocker / Scott Ligertwood",0
"Johann Scheffler Trans. John Wesley",0
"JOHANN SCHLEGEL (1721-93) Wie henlich strahIt der",0
"John Bakewell",0
"John Bowring (1792-1872)",0
"John Bunyan",0
"John Bunyan (1628-88)",0
"John Bunyan, Percy Dearmer",0
"John Byrom",0
"JOHN BYROM (1692-1763) altd.",0
"John Casper Lavater, Elizabeth Lee Smith ",0
"John Cawood (1775-1852) and others",0
"John Cennick",0
"John Cennick (1718-55)",0
"John Cennick and Charles Wesley",0
"John Cennick.",0
"JOHN CLARE (1793-1864) altd. and compilers",0
"John Cosin (1594-1672)",0
"John Daniels",0
"John Dryden (1631-1700) alt.",0
"John Ellerton",0
"John Ellerton (1826-93)",0
"John Ellerton (1826-93) alt.",0
"John Ellis",0
"John Fawcett",0
"John Fawcett (1740-1817) alt.",0
"John Gibson",0
"John Greenleaf Whittier (1807-92)",0
"John Hampden Gurney 1802-1862",0
"John Hartley & Chris Eaton",0
"John Hartley, Kelly Minter & Gary Sadler",0
"John Hartley, Kelly Minter, Stephen Leiweke & Henk Pool",0
"John Hartley, Stuart Townend & Kelly Minter",0
"John Hartley/Gary Sadler",0
"John Henley",0
"John Henley (1800-42)",0
"John Henry Newman (1801-90)",0
"John Hunter (1848-1917)",0
"John Keble",0
"John Keble (1792-1866)",0
"John Kennet",0
"John Leland (1754-1841)",0
"John Logan (1748-88) and others",0
"John Marriott",0
"JOHN MASON (1646-94)",0
"John Mason (c.1645-1694)",0
"John Mason Neale",0
"John Mason Neale 
Latin, 7th cent. ",0
"John Mason Neale (1818-66) alt.",0
"John Mason Neale and others based on J. Hupton",0
"John Mason Neale, altd",0
"John Milton",0
"John Milton (1608-74)",0
"John Morison (1750-98) as in Scottish Paraphrases",0
"John Morrison",0
"John Newton",0
"John Newton (1725-1807)",0
"John Newton (1725-1807) & Tim Hughes",0
"John Newton (1725-1807) Adapt. Nathan Fellingham",0
"John Newton (1725-1807) alt.",0
"JOHN NEWTON (1725-1807) altd.",0
"John Newton (1725-1807) John P Rees (1828- 1900)",0
"John Newton (1725-1807) John P Rees (1828- 1900) Edwin O Excell (1851-1921)",0
"John Newton (1725-1807)Adapt. Nathan Fellingham",0
"John Newton (1725-1807)John P Rees (1828- 1900)",0
"John Newton (1725-1807)John P Rees (1828- 1900)Edwin O Excell (1851-1921)",0
"John of Damascus (c. 750) tr. John Mason Neale ",0
"John of Damascus - c. 750) tr. John Mason Neale (1",0
"John P. Hopps",0
"John Page Hopps (1834-1911)",0
"John Pantry",0
"John Reynell Wreford (1800-81) alt.",0
"JOHN RYLAND (1753-1825)",0
"John S. B. Monsell",0
"John S.B. Monsell",0
"John Samuel Bewley Monsell (1811-75)",0
"John Thomas McFarland",0
"John Wesley",0
"John Wesley (1703-91)",0
"Johnny Burns",0
"Johnny Moore-Crispin",0
"Johnny Parks",0
"Johnny Parks & Cathy Parks",0
"Johnny Parks & Claire Hamilton",0
"Johnny Parks & Matt Redman",0
"Johnny Parks & Paula Keenan",0
"Johnny Parks & Phil Mawhinney",0
"Johnny Parks and Claire Hamilton",0
"Johnny Parks, Cathy Parks & Claire Hamilton",0
"Johnny Parks, Cathy Parks & Matt Redman",0
"Johnny Parks, Nick Herbert & Cathy Parks",0
"Johnny Parks, Tim Hughes",0
"Johnson Oatman",0
"Johnson Oatman (1856-1922)",0
"Johnson Oatman Jnr.",0
"Johnson Oatman Jr.",0
"Jonas Myrin & Marty Sson",0
"Jonas Myrin & Natasha",0
"Jonathan Douglass / Joel Houston / Marty Sampson ",0
"Jonathan Jevons",0
"Jonathan Weeks & Jonathan Davies",0
"Jonathon Douglas & Sam Knock",0
"Jonny Moore-Crispin",0
"Jordan Dillon & Simon Brading",0
"Jordon Dillon & Simon Brading",0
"JOSEPH ADAM (1841-1919)",0
"Joseph Addison",0
"Joseph Addison (1672-1719)",0
"Joseph Armitage Robinson (1858-1933) alt.",0
"Joseph Hart",0
"Joseph Hart (1712-1767)",0
"Joseph Hart (1712-68)",0
"JOSEPH HART (1712-68) altd.",0
"Joseph Mohr (1792-1848)",0
"Joseph Mohr (1792-1848)
Franz Gruber (1787-1863)",0
"Joseph Mohr (1792-1848)Franz Gruber (1787-1863)",0
"Joseph Mohr. Tr. S. A. Brooke",0
"Josiah Conder (1789-1855)",0
"Josiah Conder (1789-1855) alt.",0
"JOSIAH CONDER (1789-1855) altd.",0
"Judy Pruett",0
"Julia Harriette Johnston (1849-1919)",0
"Julia Plaut",0
"Julia Plaut & Sally Humble-Jackson",0
"Julia Plaut/Sue Cunynghame",0
"Julia Sterling (fl.1890)",0
"Julia Ward Howe (1819-1910)",0
"Julian & Jacqui Mitchell",0
"Julie Booth",0
"Julie Steventon",0
"Juliet Lloyd",0
"KARL J. P. SPITTA (180l-59)",0
"Karl Johann Philipp Spitta (1801-59)",0
"Kate & Miles Simmonds",0
"Kate B. Wilkinson (1859-1928)",0
"Kate Simmonds",0
"Kate Simmonds & Mark Edwards",0
"Kate Simmonds & Stuart Townend",0
"Katherine Hankey (1834-1911)",0
"Katie Brown",0
"KB Wilkinson 1859-1928",0
"Keith & Kristyn Getty",0
"Keith & Kristyn Getty & Ian Hannah",0
"Keith & Kristyn Getty & Stuart Townend",0
"Keith & Kristyn Getty and Stuart Townend",0
"Keith & Linda Ross",0
"Keith and Kristyn Getty",0
"Keith Getty & Jonathan Rea",0
"Keith Getty & Kristyn Getty",0
"Keith Getty & Kristyn Lennox",0
"Keith Getty & Maire Brennan",0
"Keith Getty & Margaret Becker",0
"Keith Getty & Phil Madeira",0
"Keith Getty & Richard Creighton",0
"Keith Getty & Steve Siler",0
"Keith Getty & Stuart Townend",0
"Keith Getty & Stuart Townend
",0
"Keith Getty& Kristyn Getty",0
"Keith Getty, Joanne Hogg & Lowell Alexander",0
"Keith Getty, Kristyn Getty & Ian Hannah",0
"Keith Getty, Kristyn Getty & Stuart Townend",0
"Keith Getty, Kristyn Getty and Stuart Townend",0
"Keith Getty, Maire Brennan & Fionan Debarra",0
"Keith Ross",0
"Kelly Minter",0
"Kelly Minter & Margaret Becker",0
"Kelly Minter & Margaret Becker;",0
"Ken Riley",0
"Ken Riley & Andrew Neve",0
"Ken Riley & Jane Kitson",0
"Ken Riley & Martin Smith",0
"Ken Riley & Matt Redman",0
"Ken Riley & Tim Hughes",0
"Ken Warke",0
"Kevin Gould",0
"Kevin Jamieson & Stuart Townend",0
"Knowles Shaw (1834-78)",0
"Kristian Stanfill",0
"Kristyn Getty",0
"Kristyn Getty & Stuart Townend",0
"Kristyn Lennox & Keith Getty",0
"Kristyn& Keith Getty",0
"L. F. BENSON (1855-1930)",0
"lan Smale",0
"Lara Martin",0
"Lara Martin & Mark Stevens (Abundant Life Ministries, Bradford, England)",0
"Lara Martin (Abundant Life Ministries, Bradford, England)",0
"Latin (possibly 4th or 5th cent.)",0
"Latin, 14th cent.",0
"Latin, 18th cent. (or earlier) based on Antiphons",0
"Latin, 7th cent.",0
"Latin, 7th or 8th cent,",0
"Latin, c. 14th cent.;",0
"Laura Story, Additional lyrics by Jesse Reeves",0
"Lelia N. Morris (1862-1929)",0
"Lelia Naylor Morris (1862-1929)",0
"Leonard E. Smith Jnr",0
"Lewis Edgar Jones (1865-1936)",0
"Lewis Hensley (1824-1905)",0
"Lex & Paul Buckley",0
"Lex Brodie",0
"Lex Buckley",0
"Lex Buckley & Tim Hughes",0
"Lex Loizides",0
"Lex Loizides.",0
"Liturgy of Malabar",0
"Liturgy of St James",0
"Lizzie de Armond (fl. c. 1900)",0
"Lou & Nathan Fellingham & busbee",0
"Lou & Nathan Fellingham and busbee Inspired by the W Chalmers Smith (1824-1908) hymn 'Immortal, Invisible, God only wise'",0
"Lou and Nathan Fellingham & busbee",0
"Lou Fellingham, busbee and Nathan Fellingham",0
"Lou Fellingham, Nathan Fellingham & busbee",0
"Lou Fellingham, Nathan Fellingham and busbee",0
"Louie Giglio & Matt Redman",0
"Louise & Nathan Fellingham",0
"Louise Fellingham",0
"LOVE MARIA WILLIS (1824-1908) and others",0
"Lucy Loo",0
"Luke Hellebronth",0
"Lydia Baxter (1809-1874)",0
"Lyra Oavidica 1708",0
"Lyrics by Isaac Watts        Music by George F. Handel Arrangement & Additional Chorus by Chris Tomlin, Ed Cash& Matt Gilder",0
"Lyrics by Isaac Watts Music by George F. Handel Arrangement& Additional Chorus by Chris Tomlin, Ed Cash& Matt Gilder",0
"Lyrics: Louisa M R Stead (1850-1917) 
Music: William J Kirkpatrick (1838-1921) Robert Critchley",0
"Lyrics: Louisa M R Stead (1850-1917) Music: William J Kirkpatrick (1838-1921)",0
"M. Claudius (1740-1815)",0
"Maggi Dawn",0
"Malcolm du Plessis.
",0
"Mamie P. Ferguson",0
"Marc James",0
"Margaret Cropper (1886- )",0
"Margaret Cropper (1886-) alt.",0
"Mark Beswick & Howard Francis",0
"Mark Beswick & Howard Francis
",0
"Mark Beswick, Howard Francis & Clive Mckinle",0
"Mark Beswick, Howard Francis & Clive Mckinley",0
"Mark Beswick, Howard Francis & Nicky Brown",0
"Mark Beswick, Howard Francis, Noel Robinson,",0
"Mark Niedzwiedz",0
"Mark Tedde",0
"Mark Tedder",0
"Mark Tedder & Gary Sadler",0
"Mark Tedder & Jeff Caylor",0
"Mark Tedder & Paul Oakley",0
"Mark Tedder, Jamie Harvill & John Hartley",0
"Mark Tedder, John Hartley & Tom Lane",0
"Mark Tedder, Tom Lane & John Hartley",0
"Mark Tedder, Tom Lane, John Hartley & Chris Donohue",0
"Martin & Mark Stevens",0
"Martin Cooper",0
"Martin Cooper & Paul Oakley",0
"Martin Luther (1483-1546)",0
"Martin Luther (1483-1546) tr. Catherine Winkworth",0
"Martin Rinkart (1588-1649), trs Catherine Winkwort",0
"Martin Smith",0
"Martin Smith & Stuart Garrard",0
"Martin Smith / Stuart Garrard",0
"Martin Smith / Stuart Garrard / Jonathan Thatcher",0
"Martin Smith, Marty Sampson, Stuart Garrard & Jonathan Thatcher",0
"Martin Smith, Stuart Garrard & Jonathan Thatcher",0
"Martin Smith/Stuart Garrard",0
"Marty Sampson",0
"Marty Sampson & Darlene Zschech",0
"Marty Sson",0
"Marty Sson & Joel Houston",0
"Marty Sson, Dylan Thomas & Joel Davies",0
"Martyn & Emily Layzell",0
"Martyn Layzell",0
"Martyn Layzell & busbee",0
"Martyn Layzell Inspired by the William C Smith (1824-1908);hymn",0
"Martyn Layzell, Nathan Fellingham & busbee",0
"Mary A. Baker (1831-1921)",0
"Mary Artemesia Lathbury, (1841-1913),",0
"Mary E Servoss (born 1849)",0
"Mary Elizabeth Servoss (1849-fl.1906)",0
"Mary Jalland",0
"MARY MACDONALD (1789-1872)",0
"Mary Shekleton (1827-1883)",0
"Matt & Beth Redman",0
"Matt Crocker",0
"Matt Crocker & James Dunlop",0
"Matt Crocker & Joel Houston",0
"Matt Crocker & Reuben Morgan",0
"Matt Crocker and Mike Guglielmucci",0
"Matt Crocker/Joel Houston",0
"Matt Maher",0
"Matt Maher & Brenton Brown",0
"Matt Maher & Ed Cash",0
"Matt Maher & Mia Fieldes",0
"Matt Maher add. lyrics Chris Tomlin",0
"Matt Maher& Bill Staines",0
"Matt Redman",0
"Matt Redman & Ben Cantelon",0
"Matt Redman & Beth Redman",0
"Matt Redman & Chris Tomlin",0
"Matt Redman & Jonas Myrin",0
"Matt Redman & Martin Smith",0
"Matt Redman & Martin Smith.",0
"Matt Redman & Paul Baloche",0
"Matt Redman & Peter Wilson",0
"Matt Redman & Steve Cantellow",0
"Matt Redman & Tom Lane",0
"Matt Redman / Beth Redman",0
"Matt Redman / Mike Pilavachi",0
"Matt Redman, Jonas Myrin, Chris Tomlin & Jesse Reeves
",0
"Matt Redman, Robert Marvin & Josiah Bell",0
"Matt Redman.",0
"Matt Redman/Chris Tomlin",0
"Matt Redman/Chris Tomlin/Ed Cash",0
"Matt Redman/Jonas Myrin",0
"Matt Redman/Jonas Myrin /Jess Cates",0
"Matt Redman/Jonas Myrin/Peter Kvint",0
"Matt Redman/Matt Maher",0
"Matt Summers",0
"Matt Weedall",0
"Matthew Bridges & Godfrey Thring",0
"Matthew Bridges (1800-94)",0
"Max Dyer 1974",0
"Mediaeval Latin doxology,",0
"Mia Fieldes",0
"Mia Fieldes / Marty Sampson",0
"Michael Bruce (1746-1767) Adpt. by John Logan 1781",0
"Michael Bruce Jon Logan",0
"Michael Perry",0
"Michael Sandeman",0
"Michael Sandeman & Nathan Fellingham",0
"Michael Sandeman.",0
"MICHAEL WEISSE (C.1480-1534)",0
"Mick Francis",0
"Mick Gisbey",0
"Mike Busbee",0
"Mike Hogan, David Crowder & Mike Dodson",0
"Mike Hughes",0
"Mike Kerry",0
"Mike Sandeman",0
"Miriam Webster",0
"Miriam Webster & Simeon Webster",0
"Miriam Webster / Ray Badham / Chris McClarney / John Hartley",0
"Music: A H Brownm (1830-1926)
Words: Charlotte Elliot (1789-1871)",0
"Music: A H Brownm (1830-1926)Words: Charlotte Elliot (1789-1871)",0
"Music: Arthur Sullivan (1842-1900) 
Words: Sabine Baring-Gould (1834-1924)",0
"Music: Franz Joseph Hadyn (1732-1809)
Words: John Newton (1725-1807)",0
"Music: George J Webb (1803-1887)
Words: George Duffield (1818-1888)",0
"Music: George J Webb (1803-1887)Words: George Duffield (1818-1888)",0
"Music: William H Doane (1832-1916)
Words: Fanny J. Crosby (1820-1915)",0
"Music:Ethelbert W Bullinger (1837-1913) Words: Frances Ridley Havergal (1836-1879)",0
"N L von Zinzendorf tr. John Wesley,",0
"Nahum Tate",0
"Nahum Tate (1652-1715) ",0
"Nahum Tate /Nicholas Brady.",0
"Narayan Vaman Tilak (1862-1919)",0
"Nathan & Lou Fellingham",0
"Nathan and Christy Nockels",0
"Nathan Fellingham",0
"Nathan Fellingham & busbee",0
"Nathan Fellingham & Louise Fellingham",0
"Nathan Fellingham & Michael Sandeman",0
"Nathan Fellingham & Paul Oakley",0
"Nathan Fellingham & Robin Parry",0
"Nathan Fellingham Adapt. of translation by Alfred Edward Alston (1862-1927)",0
"Nathan Fellingham and Andy Back",0
"Nathan Fellingham and Simon Brading",0
"Nathan Fellingham, Lou Fellingham & busbee",0
"Nathan Fellingham,Lou Fellingham & busbee",0
"Nathan Fellingham;& Robin Parry",0
"Neil Bennett",0
"Neil Bennetts",0
"Neil Bennetts & Eoghan Healsip",0
"Neil Bennetts & Eoghan Heaslip",0
"Neil Wilson",0
"New Music & Adapt of Words by Fredrick W. Faber (1814-1863) By Nick Herbert & Tom Eccleshall",0
"New Music & Adapt of;Words by Fredrick W. Faber (1814-1863)By Nick Herbert & Tom Eccleshall",0
"New Music & Words Adaptation: 
Chris McClarney, John Hartley & Chris Eaton",0
"New Music & Words Adaptation: Chris McClarney, John Hartley & Chris Eaton",0
"Nick Herbert",0
"Nick Herbert & Dave Gate",0
"Nick Herbert & Eoghan Heaslip",0
"Nick Herbert & John Peters",0
"Nick Herbert & John Peters 2008 Thankyou Music",0
"Nick Herbert & Matt Redman",0
"Nick Herbert & Tim Hughes",0
"Nick Herbert, John Peters",0
"Nick Herbert, John Peters & Pete Hughes",0
"Nicolaus Ludwig von Zinzendorf (1700-60)",0
"Nicolaus Ludwig von Zinzendorf (1700-60) and Johan",0
"Noel & Tricia Richards",0
"Noel & Tricia Richards & Kelly Minter",0
"Noel & Tricia Richards & Wayne Drain",0
"Noel & Tricia Richards, Tom Lane",0
"Noel & Tricia Richards/Wayne Drain",0
"Noel and Tricia Richards",0
"Noel Richards",0
"Noel Richards & Gerald Coates",0
"Noel Richards & Kees Kraayenoord",0
"Noel Richards & Ken Riley",0
"Noel Richards & Tim Sherrington",0
"Noel Richards & Wayne Drain",0
"Noel Richards / Tricia Richards",0
"Noel Richards and Tim Sherrington",0
"Noel Richards/David Clifton",0
"Noel Robinson",0
"Noel Robinson & Donna Akodu",0
"Noel Robinson & Michelle-John Robinson",0
"Noel Robinson & Sam Blake",0
"Noel Robinson / Donna Akodu",0
"Noel Robinson;& Donna Akodu",0
"Official Peace Version (1919) Anonymous",0
"Oliver W. Holmes",0
"P Dearmer 1867-1936",0
"Pam Cain",0
"para. from John Tauler (c.1300-61)",0
"Paraphrased from John Tauler (1300-61) by Ema Francis Bevan",0
"Patricia Morgan & Dave Bankhead",0
"Patricia Morgan / Ray Goudie / Ian Townend / Dave Bankhead",0
"Paul Andrew / Dylan Thomas",0
"Paul Baloche & Brenton Brown",0
"Paul Baloche, Steven Curtis Chapman, Stuart Garrard, Israel Houghton, Tim Hughes, Graham Kendrick, Andy Park, Matt Redman, Martin Smith, Michael W. Chris Tomlin, Darlene Zschech",0
"Paul Baloche, Steven Curtis Chapman, Stuart Garrard, Israel Houghton, Tim Hughes, Graham Kendrick, Toby Mac,Andy Park, Matt Redman, Martin Smith, Michael W. Chris Tomlin, Darlene Zschech",0
"Paul Booth",0
"PAUL GERHARDT (1607-76)",0
"Paul Gerhardt (1607-76) tr. Catherine Winkworth (1",0
"Paul Gerhardt tr. by John Wesley",0
"Paul Kyle",0
"Paul Oakley",0
"Paul Oakley & Alan Rose.",0
"Paul Oakley & Chris Spring",0
"Paul Oakley & Lex Loizides",0
"Paul Oakley.",0
"Paul Oakley/Noel Richards",0
"Paul Rush",0
"Paul Simpson-Parry",0
"Percy Dearmer (1867-1936)",0
"Percy Dearmer (1867-1936) alt.",0
"PERCY DEARMER (1867-1936) altd.",0
"Percy Dearmer (1867-1936) and Anonymous",0
"Pete Bignall, Peter Tye & Steve Whitehouse",0
"Peter Abelard (1079-1142)",0
"Peter Brooks, Stuart Townend & Kate Simmonds",0
"Peter James",0
"Peter Simpson",0
"Peter Wilson / Israel Houghton",0
"Phil Coomber",0
"Phil Hart & Nigel Cameron",0
"Phil Lawson Johnston",0
"Phil Rogers",0
"Phil Shaw",0
"Philip Doddridge",0
"PHILIP DODDRIDGE (1702-51)",0
"Philip Doddridge (1702-51) alt.",0
"PHILIP DODDRIDGE (1702-51) altd.",0
"Philip Gell's Psalms and Hymns (1815)",0
"Philip P Bliss (1838-1876)",0
"Philipp Bliss",0
"Philipp Bliss (1838-1876)",0
"Philipp Nicolai (1556-1608) tr. F. C. Burkitt (186",0
"Philipp P. Bliss",0
"Phillips Brooks",0
"Phillips Brooks 1835-1893",0
"Priscilla J. Owens",0
"Prudentius (348-c. 410)",0
"Q. K. Harpham",0
"Rachel G Morton",0
"Ralph Ward",0
"RALPH WARDLAW (1779-1853) altd. ",0
"Rap Section Words: Edward Mote (1797 - 1874) Public Domain",0
"Ray Palmer (1808-87)",0
"Raymond Badham",0
"Refrain: GEORGE W. KITCHIN (1827-1912)",0
"Refrain: Traditional Spiritual Verses: J. W. WORK",0
"Reginald Heber",0
"Reginald Heber (1783-1826)",0
"Rend Collective Experiment",0
"Reuben Morgan",0
"Reuben Morgan & Ben Fielding",0
"Reuben Morgan & Darlene Zschech",0
"Reuben Morgan and Ben Fielding",0
"Reuben Morgan, Matt Crocker & Mike Guglielmucci",0
"Rex Allchurch",0
"RICHARD BAXTER (1615-91)",0
"RICHARD BAXTER (1615-91) altd. ",0
"Richard Baxter/John H. Gurney",0
"Richard England",0
"Richard Frederick Littledale (1833-90)and others",0
"Richard Mant (1776-1848)",0
"RICHARD MANT (1776-1848) altd.",0
"Richard Whately (1787-1863)",0
"Richard Whately (1787-1863) Reginald Heber",0
"Rob Hayward",0
"Rob Hill, Tim Hughes, Jon Mann Smith",0
"Rob Newey",0
"Robert  Seymour Bridges (1844-1930)",0
"Robert Bridges (1844-1930) alt based on Joachim Ne",0
"Robert Critchley",0
"Robert Critchley / Dawn Critchley",0
"Robert Critchley, Darlene Dunn & Kelley Warren",0
"Robert Critchley.",0
"Robert Furgusson & Reuben Morgan",0
"Robert Grant (1779-1838)",0
"Robert Hall Baynes (1831-95)",0
"Robert Lowry",0
"Robert Lowry (1826-1899) & William Rees (1802-1883) Arr & Additional Chorus: Matt Redman ",0
"Robert Lowry (1826-1899)/Matt Redman 
Chorus: Matt Redman",0
"Robert Lowry (1826-1899)/Matt Redman Chorus: Matt Redman",0
"Robert Robinson (1735-90) alt.",0
"ROBERT ROBINSON (1735-90) altd.",0
"Robert Walmsley (1831-1905)",0
"Robin Mark",0
"Ronnie Wilson",0
"Roy Fields",0
"Roy Turner",0
"Russell Fragar",0
"Russell Fragar.",0
"Russell Kelso Carter (1849-1926)",0
"S. C. LOWRY (1855-1932) altd.",0
"S. Scheidt (1650)",0
"Sabine Baring-Gould",0
"Sam Knock",0
"Sammy Horner",0
"Sammy Horner & John Hartley",0
"Sammy Horner & Stuart Trotter",0
"Sammy Horner, John Hartley & Phil Madeira",0
"Samuel Crossman (1624-84)",0
"Samuel Davies (1723-1761)",0
"Samuel Davies (1723-61)",0
"Samuel Gregg (1804-76)",0
"Samuel John Stone",0
"Samuel Johnson (1822-82)",0
"Samuel Longfellow (1819-92)",0
"Samuel Medley",0
"SAMUEL MEDLEY (1738-99) altd.",0
"Samuel Stennett (1727-1795)",0
"Samuel Trevor Francis (1834-1925)",0
"Samuel Wesley Martin (born 1839)",0
"Samuel Wolcott (1813-86)",0
"Sandra Scriven",0
"Sanford Fillmore Bonnet (1836-1898)",0
"Sarah Flower Adams",0
"Sarahanne Wilmont & Neil Smyth",0
"Scott Ligertwood & Reuben Morgan",0
"Scottish Metrical Psalter, 1650",0
"Scottish Paraphrases",0
"Scottish Paraphrases (1781)",0
"Scottish Paraphrases (1781) alt.",0
"Scottish Psalter",0
"Scottish Psalter (1650)",0
"Scottish Translations and Paraphrases 1745",0
"Shaun Griffiths",0
"SHIRLEY ERENA MURRAY (1931- )",0
"SIDNEY GODOLPHIN (1610-43)",0
"Sim Walker & Chris Sayburn",0
"Simeon Webster",0
"Simon & Lorraine Fenner",0
"Simon Brading",0
"Simon Brading & Graham Kendrick",0
"Simon Brading & Joseph Tuson",0
"Simon Brading & Matt Redman",0
"Simon Brading, Graham Kendrick, Nathan Fellingham",0
"Simon Brading, Kate Simmonds & Ben Hall",0
"Simon Fenner",0
"Simon Goodall",0
"Simon Goodall & Ali Croxford",0
"Simon Parkin, Dan Boreham, Ed Hawkins & Mikey Randon",0
"Simon Parking",0
"Spiritual Songs and Hymns for Pilgrims (1879)",0
"St Francis of Assisi (1182-1226)",0
"St. Fulbert of Chartres (c 975-1028)",0
"Steve Burnhope",0
"Steve Fee & Louie Giglio",0
"Steve Fortunato",0
"Steve Morgan-Gurr",0
"Steve Woods",0
"Steve Woods and Jamie Quiring",0
"Steven Curtis Chapman & Matt Redman",0
"Stig-Oyvind Blystad & David Ostby",0
"Stuart Barbour",0
"Stuart Garrard",0
"Stuart Garrard & Martin Smith",0
"Stuart K. Hine",0
"Stuart Townend",1
"Stuart Townend & Andrew Small",0
"Stuart Townend & Fred Heumann",0
"Stuart Townend & Gary Sadler",0
"Stuart Townend & J K Jamieson",0
"Stuart Townend & J.K. Jamieson",0
"Stuart Townend & Kate Simmonds",0
"Stuart Townend & Keith Getty",0
"Stuart Townend & Keith Getty.",0
"Stuart Townend & Mark Edwards",0
"Stuart Townend , Keith Getty &Kristyn Getty",0
"Stuart Townend / busbee",0
"Stuart Townend / Gary Sadler",0
"Stuart Townend / Keith Getty",0
"Stuart Townend / Mark Edwards",0
"Stuart Townend / Mark Edwards / Phil Baggaley",0
"Stuart Townend / Matt Redman",0
"Stuart Townend / Simon Brading",0
"Stuart Townend and Aaron Keyes",0
"Stuart Townend and Keith Getty",0
"Stuart Townend, Keith & Kristyn Getty",0
"Stuart Townend, Keith& Kristyn Getty",0
"Stuart Townend, Matt Maher & Kelly Minter",0
"Stuart Townend.",0
"Stuart Townend. Keith Getty, Kristyn Getty",0
"Stuart Townend/Keith Getty/Kristyn Getty",0
"Stuart Wesley Keene Hine",0
"Sue McClellan, John Paculabo &;Keith Ryecroft",0
"Sue Palin",0
"Sue Rinaldi",0
"Sue Rinaldi & Caroline Bonnett",0
"Sue Rinaldi and Caroline Bonnett",0
"Sue Rinaldi, Caroline Bonnett & Steve Bassett",0
"Susan Warner 1819-1885",0
"Suzanne Hanna",0
"Suzy Smale",0
"Suzy Smale & Simon Fenner",0
"SYNESIUS OF CYRENE (C.375-430)",0
"T. A. Dewing",0
"T. Mary E. Byrne (1880-1931) & Eleanor H. Hull (1860-1935)",0
"Taize Community",0
"Tanya Riches",0
"Terl Bryant & Tim Hughes",0
"Terl Bryant/Jules Bryant/Noel Robinson",0
"Terry Virgo & Stuart Townend",0
"THE VENERABLE BEDE (673-735)",0
"Theodore Monod (1836-1921)",0
"Theodulph of Orleans tr. John M. Neale",0
"Theodulph of Orleans, tr. John Mason Neale",0
"THOMAS AQUINAS (C. 1227-74)",0
"THOMAS AQUINAS (C.1227-74)",0
"Thomas Binney",0
"Thomas Ellwood (1639-1713)",0
"THOMAS H. KINGO (1634-1703)",0
"Thomas Hornblower Gill (1819-1906)",0
"Thomas Kelly",0
"Thomas Kelly (1769-1855)",0
"Thomas Ken (1637-1711)",0
"Thomas Ken (1637-1711) alt.",0
"Thomas More",0
"Thomas Olivers",0
"THOMAS PESTEL (c.1584-1659) altd.",0
"Thomas T. Lynch",0
"Thomas Toke Lynch",0
"Thomas Toke Lynch (1818-71) alt.",0
"Tim & Rachel Hughes",0
"Tim Hughes",0
"Tim Hughes & Ben Cantelon",0
"Tim Hughes & Eoghan Heaslip",0
"Tim Hughes & Nick Herbert",0
"Tim Hughes & Rob Hill",0
"Tim Hughes and Martin Smith",0
"Tim Hughes Copyright  2008 Thankyou Music",0
"Tim Hughes& Martin Smith",0
"Tim Hughes, Mark Beswick & Linslee Cbell",0
"Tim Hughes, Peter Furler & Steve Taylor",0
"Tim Sherrington",0
"Timothy Rees (1874-1939) alt",0
"Tom Lockley",0
"Tony Cook",0
"Tony Cook, Ali Croxford & Simon Goodall",0
"Tori Sheppard",0
"Tori Sheppard, Tre Sheppard, and Kathryn Scott",0
"tr. Arthur Morris Jones (1899-)",0
"tr. Benjamin Webb (1819-85)",0
"tr. Catherine Winkworth (1827-78)",0
"tr. Duncan MacCregor (1854-1923)",0
"tr. Edward Caswall (1814-78)",0
"tr. Edward Caswall (1814-78) and others",0
"tr. Elizabeth Lee Smith (1817-98)",0
"tr. Elizabeth Lee Smith (1817-98) alt.",0
"tr. Frances Bevan",0
"tr. Frances Elizabeth Cox (1812-97) and Honor Mary",0
"tr. Francis Pott (1832-1909)",0
"tr. Fredenck Oakeley",0
"Tr. Frederick Oakeley (1802 - 80) Arr. Chris Tomlin",0
"tr. Frederick Oakeley (1802-80) and others",0
"Tr. Frederick Oakeley (1818-1866), altd.",0
"Tr. Frederick Oakeley, altd",0
"tr. G. Moultrie (1829-85)",0
"tr. George Ratcliffe Woodward (1848-1934) and othe",0
"tr. George Ratcliffe Woodward (1848-1934) and other",0
"tr. Gerhard Tersteegan, John Wesley (1703-91)",0
"tr. Honor Mary Thwaites (1914- )",0
"tr. J. Brownlie (1857-1925)",0
"tr. James Russell Woodford (1820-85)",0
"tr. James Russell Woodford (1820-85) Charles Coffin",0
"tr. John Chandler (1806-76) and others",0
"tr. John Cosin (1594-1672)",0
"tr. John Keble (1792-1866)",0
"tr. John M. Neale",0
"Tr. John Mason Neale (1818-1866), altd.",0
"tr. John Mason Neale (1818-66) alt.",0
"Tr. John Wesley",0
